year,round,race_name,circuit,driver,constructor,grid,position,points,status,laps
2012,3,Chinese Grand Prix,shanghai,massa,ferrari,12,13,0.0,Finished,56
2012,3,Chinese Grand Prix,shanghai,raikkonen,lotus_f1,4,14,0.0,Finished,56
2012,3,Chinese Grand Prix,shanghai,hulkenberg,force_india,16,15,0.0,Finished,56
2012,3,Chinese Grand Prix,shanghai,vergne,toro_rosso,24,16,0.0,Finished,56
2012,3,Chinese Grand Prix,shanghai,ricciardo,toro_rosso,17,17,0.0,Finished,56
2012,3,Chinese Grand Prix,shanghai,petrov,caterham,19,18,0.0,+1 Lap,55
2012,3,Chinese Grand Prix,shanghai,glock,marussia,20,19,0.0,+1 Lap,55
2012,3,Chinese Grand Prix,shanghai,pic,marussia,21,20,0.0,+1 Lap,55
2012,3,Chinese Grand Prix,shanghai,rosa,hrt,22,21,0.0,+1 Lap,55
2012,3,Chinese Grand Prix,shanghai,karthikeyan,hrt,23,22,0.0,+2 Laps,54
2012,3,Chinese Grand Prix,shanghai,kovalainen,caterham,18,23,0.0,+3 Laps,53
2012,3,Chinese Grand Prix,shanghai,michael_schumacher,mercedes,2,24,0.0,Wheel nut,12
2012,4,Bahrain Grand Prix,bahrain,vettel,red_bull,1,1,25.0,Finished,57
2012,4,Bahrain Grand Prix,bahrain,raikkonen,lotus_f1,11,2,18.0,Finished,57
2012,4,Bahrain Grand Prix,bahrain,grosjean,lotus_f1,7,3,15.0,Finished,57
2012,4,Bahrain Grand Prix,bahrain,webber,red_bull,3,4,12.0,Finished,57
2012,4,Bahrain Grand Prix,bahrain,rosberg,mercedes,5,5,10.0,Finished,57
2012,4,Bahrain Grand Prix,bahrain,resta,force_india,10,6,8.0,Finished,57
2012,4,Bahrain Grand Prix,bahrain,alonso,ferrari,9,7,6.0,Finished,57
2012,4,Bahrain Grand Prix,bahrain,hamilton,mclaren,2,8,4.0,Finished,57
2012,4,Bahrain Grand Prix,bahrain,massa,ferrari,14,9,2.0,Finished,57
2012,4,Bahrain Grand Prix,bahrain,michael_schumacher,mercedes,22,10,1.0,Finished,57
2012,4,Bahrain Grand Prix,bahrain,perez,sauber,8,11,0.0,Finished,57
2012,4,Bahrain Grand Prix,bahrain,hulkenberg,force_india,13,12,0.0,Finished,57
2012,4,Bahrain Grand Prix,bahrain,kobayashi,sauber,12,13,0.0,Finished,57
2012,4,Bahrain Grand Prix,bahrain,vergne,toro_rosso,17,14,0.0,Finished,57
2012,4,Bahrain Grand Prix,bahrain,ricciardo,toro_rosso,6,15,0.0,+1 Lap,56
2012,4,Bahrain Grand Prix,bahrain,petrov,caterham,18,16,0.0,+1 Lap,56
2012,4,Bahrain Grand Prix,bahrain,kovalainen,caterham,16,17,0.0,+1 Lap,56
2012,4,Bahrain Grand Prix,bahrain,button,mclaren,4,18,0.0,Exhaust,55
2012,4,Bahrain Grand Prix,bahrain,glock,marussia,23,19,0.0,+2 Laps,55
2012,4,Bahrain Grand Prix,bahrain,rosa,hrt,20,20,0.0,+2 Laps,55
2012,4,Bahrain Grand Prix,bahrain,karthikeyan,hrt,24,21,0.0,+2 Laps,55
2012,4,Bahrain Grand Prix,bahrain,bruno_senna,williams,15,22,0.0,Vibrations,54
2012,4,Bahrain Grand Prix,bahrain,maldonado,williams,21,23,0.0,Puncture,25
2012,4,Bahrain Grand Prix,bahrain,pic,marussia,19,24,0.0,Engine,24
2012,5,Spanish Grand Prix,catalunya,maldonado,williams,1,1,25.0,Finished,66
2012,5,Spanish Grand Prix,catalunya,alonso,ferrari,2,2,18.0,Finished,66
2012,5,Spanish Grand Prix,catalunya,raikkonen,lotus_f1,4,3,15.0,Finished,66
2012,5,Spanish Grand Prix,catalunya,grosjean,lotus_f1,3,4,12.0,Finished,66
2012,5,Spanish Grand Prix,catalunya,kobayashi,sauber,9,5,10.0,Finished,66
2012,5,Spanish Grand Prix,catalunya,vettel,red_bull,7,6,8.0,Finished,66
2013,1,Australian Grand Prix,albert_park,raikkonen,lotus_f1,7,1,25.0,Finished,58
2013,1,Australian Grand Prix,albert_park,alonso,ferrari,5,2,18.0,Finished,58
2013,1,Australian Grand Prix,albert_park,vettel,red_bull,1,3,15.0,Finished,58
2013,1,Australian Grand Prix,albert_park,massa,ferrari,4,4,12.0,Finished,58
2013,1,Australian Grand Prix,albert_park,hamilton,mercedes,3,5,10.0,Finished,58
2013,1,Australian Grand Prix,albert_park,webber,red_bull,2,6,8.0,Finished,58
2013,1,Australian Grand Prix,albert_park,sutil,force_india,12,7,6.0,Finished,58
2013,1,Australian Grand Prix,albert_park,resta,force_india,9,8,4.0,Finished,58
2013,1,Australian Grand Prix,albert_park,button,mclaren,10,9,2.0,Finished,58
2013,1,Australian Grand Prix,albert_park,grosjean,lotus_f1,8,10,1.0,Finished,58
2013,1,Australian Grand Prix,albert_park,perez,mclaren,15,11,0.0,Finished,58
2013,1,Australian Grand Prix,albert_park,vergne,toro_rosso,13,12,0.0,Finished,58
2013,1,Australian Grand Prix,albert_park,gutierrez,sauber,18,13,0.0,+1 Lap,57
2013,1,Australian Grand Prix,albert_park,bottas,williams,16,14,0.0,+1 Lap,57
2013,1,Australian Grand Prix,albert_park,jules_bianchi,marussia,19,15,0.0,+1 Lap,57
2013,1,Australian Grand Prix,albert_park,pic,caterham,22,16,0.0,+2 Laps,56
2013,1,Australian Grand Prix,albert_park,chilton,marussia,20,17,0.0,+2 Laps,56
2013,1,Australian Grand Prix,albert_park,garde,caterham,21,18,0.0,+2 Laps,56
2013,1,Australian Grand Prix,albert_park,ricciardo,toro_rosso,14,19,0.0,Hydraulics,39
2013,1,Australian Grand Prix,albert_park,rosberg,mercedes,6,20,0.0,Electrical,26
2013,1,Australian Grand Prix,albert_park,maldonado,williams,17,21,0.0,Spun off,24
2013,1,Australian Grand Prix,albert_park,hulkenberg,sauber,11,22,0.0,Fuel system,0
2013,2,Malaysian Grand Prix,sepang,vettel,red_bull,1,1,25.0,Finished,56
2013,2,Malaysian Grand Prix,sepang,webber,red_bull,5,2,18.0,Finished,56
2013,2,Malaysian Grand Prix,sepang,hamilton,mercedes,4,3,15.0,Finished,56
2013,2,Malaysian Grand Prix,sepang,rosberg,mercedes,6,4,12.0,Finished,56
2013,2,Malaysian Grand Prix,sepang,massa,ferrari,2,5,10.0,Finished,56
2013,2,Malaysian Grand Prix,sepang,grosjean,lotus_f1,11,6,8.0,Finished,56
2013,2,Malaysian Grand Prix,sepang,raikkonen,lotus_f1,10,7,6.0,Finished,56
2013,2,Malaysian Grand Prix,sepang,hulkenberg,sauber,12,8,4.0,Finished,56
2013,2,Malaysian Grand Prix,sepang,perez,mclaren,9,9,2.0,Finished,56
2013,2,Malaysian Grand Prix,sepang,vergne,toro_rosso,17,10,1.0,Finished,56
2013,2,Malaysian Grand Prix,sepang,bottas,williams,18,11,0.0,Finished,56
2013,2,Malaysian Grand Prix,sepang,gutierrez,sauber,14,12,0.0,+1 Lap,55
2013,2,Malaysian Grand Prix,sepang,jules_bianchi,marussia,19,13,0.0,+1 Lap,55
2013,2,Malaysian Grand Prix,sepang,pic,caterham,20,14,0.0,+1 Lap,55
2013,2,Malaysian Grand Prix,sepang,garde,caterham,22,15,0.0,+1 Lap,55
2013,2,Malaysian Grand Prix,sepang,chilton,marussia,21,16,0.0,+2 Laps,54
2013,2,Malaysian Grand Prix,sepang,button,mclaren,7,17,0.0,Withdrew,53
2013,2,Malaysian Grand Prix,sepang,ricciardo,toro_rosso,13,18,0.0,Retired,51
2013,2,Malaysian Grand Prix,sepang,maldonado,williams,16,19,0.0,Retired,45
2013,2,Malaysian Grand Prix,sepang,sutil,force_india,8,20,0.0,Wheel nut,27
2013,2,Malaysian Grand Prix,sepang,resta,force_india,15,21,0.0,Wheel nut,22
2013,2,Malaysian Grand Prix,sepang,alonso,ferrari,3,22,0.0,Collision,1
2013,3,Chinese Grand Prix,shanghai,alonso,ferrari,3,1,25.0,Finished,56
2013,3,Chinese Grand Prix,shanghai,raikkonen,lotus_f1,2,2,18.0,Finished,56
2013,3,Chinese Grand Prix,shanghai,hamilton,mercedes,1,3,15.0,Finished,56
2013,3,Chinese Grand Prix,shanghai,vettel,red_bull,9,4,12.0,Finished,56
2013,3,Chinese Grand Prix,shanghai,button,mclaren,8,5,10.0,Finished,56
2013,3,Chinese Grand Prix,shanghai,massa,ferrari,5,6,8.0,Finished,56
2013,3,Chinese Grand Prix,shanghai,ricciardo,toro_rosso,7,7,6.0,Finished,56
2013,3,Chinese Grand Prix,shanghai,resta,force_india,11,8,4.0,Finished,56
2013,3,Chinese Grand Prix,shanghai,grosjean,lotus_f1,6,9,2.0,Finished,56
2013,3,Chinese Grand Prix,shanghai,hulkenberg,sauber,10,10,1.0,Finished,56
2013,3,Chinese Grand Prix,shanghai,perez,mclaren,12,11,0.0,Finished,56
2013,3,Chinese Grand Prix,shanghai,vergne,toro_rosso,15,12,0.0,Finished,56
2013,3,Chinese Grand Prix,shanghai,bottas,williams,16,13,0.0,Finished,56
2013,3,Chinese Grand Prix,shanghai,maldonado,williams,14,14,0.0,Finished,56
2013,3,Chinese Grand Prix,shanghai,jules_bianchi,marussia,18,15,0.0,+1 Lap,55
2013,3,Chinese Grand Prix,shanghai,pic,caterham,20,16,0.0,+1 Lap,55
2013,3,Chinese Grand Prix,shanghai,chilton,marussia,19,17,0.0,+1 Lap,55
2013,3,Chinese Grand Prix,shanghai,garde,caterham,21,18,0.0,+1 Lap,55
2013,3,Chinese Grand Prix,shanghai,rosberg,mercedes,4,19,0.0,Suspension,21
2013,3,Chinese Grand Prix,shanghai,webber,red_bull,22,20,0.0,Wheel,15
2013,3,Chinese Grand Prix,shanghai,sutil,force_india,13,21,0.0,Collision,5
2013,3,Chinese Grand Prix,shanghai,gutierrez,sauber,17,22,0.0,Collision,4
2013,4,Bahrain Grand Prix,bahrain,vettel,red_bull,2,1,25.0,Finished,57
2013,4,Bahrain Grand Prix,bahrain,raikkonen,lotus_f1,8,2,18.0,Finished,57
2013,4,Bahrain Grand Prix,bahrain,grosjean,lotus_f1,11,3,15.0,Finished,57
2013,4,Bahrain Grand Prix,bahrain,resta,force_india,5,4,12.0,Finished,57
2013,4,Bahrain Grand Prix,bahrain,hamilton,mercedes,9,5,10.0,Finished,57
2013,4,Bahrain Grand Prix,bahrain,perez,mclaren,12,6,8.0,Finished,57
2013,4,Bahrain Grand Prix,bahrain,webber,red_bull,7,7,6.0,Finished,57
2013,4,Bahrain Grand Prix,bahrain,alonso,ferrari,3,8,4.0,Finished,57
2013,4,Bahrain Grand Prix,bahrain,rosberg,mercedes,1,9,2.0,Finished,57
2013,4,Bahrain Grand Prix,bahrain,button,mclaren,10,10,1.0,Finished,57
2013,4,Bahrain Grand Prix,bahrain,maldonado,williams,17,11,0.0,Finished,57
2013,4,Bahrain Grand Prix,bahrain,hulkenberg,sauber,14,12,0.0,Finished,57
2013,4,Bahrain Grand Prix,bahrain,sutil,force_india,6,13,0.0,Finished,57
2013,4,Bahrain Grand Prix,bahrain,bottas,williams,15,14,0.0,Finished,57
2013,4,Bahrain Grand Prix,bahrain,massa,ferrari,4,15,0.0,Finished,57
2013,4,Bahrain Grand Prix,bahrain,ricciardo,toro_rosso,13,16,0.0,+1 Lap,56
2013,4,Bahrain Grand Prix,bahrain,pic,caterham,18,17,0.0,+1 Lap,56
2013,4,Bahrain Grand Prix,bahrain,gutierrez,sauber,22,18,0.0,+1 Lap,56
2013,4,Bahrain Grand Prix,bahrain,jules_bianchi,marussia,19,19,0.0,+1 Lap,56
2013,4,Bahrain Grand Prix,bahrain,chilton,marussia,21,20,0.0,+1 Lap,56
2013,4,Bahrain Grand Prix,bahrain,garde,caterham,20,21,0.0,+2 Laps,55
2013,4,Bahrain Grand Prix,bahrain,vergne,toro_rosso,16,22,0.0,Puncture,16
2013,5,Spanish Grand Prix,catalunya,alonso,ferrari,5,1,25.0,Finished,66
2013,5,Spanish Grand Prix,catalunya,raikkonen,lotus_f1,4,2,18.0,Finished,66
2013,5,Spanish Grand Prix,catalunya,massa,ferrari,9,3,15.0,Finished,66
2013,5,Spanish Grand Prix,catalunya,vettel,red_bull,3,4,12.0,Finished,66
2013,5,Spanish Grand Prix,catalunya,webber,red_bull,7,5,10.0,Finished,66
2013,5,Spanish Grand Prix,catalunya,rosberg,mercedes,1,6,8.0,Finished,66
2013,5,Spanish Grand Prix,catalunya,resta,force_india,10,7,6.0,Finished,66
2013,5,Spanish Grand Prix,catalunya,button,mclaren,14,8,4.0,Finished,66
2013,5,Spanish Grand Prix,catalunya,perez,mclaren,8,9,2.0,Finished,66
2013,5,Spanish Grand Prix,catalunya,ricciardo,toro_rosso,11,10,1.0,+1 Lap,65
2013,5,Spanish Grand Prix,catalunya,gutierrez,sauber,19,11,0.0,+1 Lap,65
2013,5,Spanish Grand Prix,catalunya,hamilton,mercedes,2,12,0.0,+1 Lap,65
2014,1,Australian Grand Prix,albert_park,rosberg,mercedes,3,1,25.0,Finished,57
2014,1,Australian Grand Prix,albert_park,kevin_magnussen,mclaren,4,2,18.0,Finished,57
2014,1,Australian Grand Prix,albert_park,button,mclaren,10,3,15.0,Finished,57
2014,1,Australian Grand Prix,albert_park,alonso,ferrari,5,4,12.0,Finished,57
2014,1,Australian Grand Prix,albert_park,bottas,williams,15,5,10.0,Finished,57
2014,1,Australian Grand Prix,albert_park,hulkenberg,force_india,7,6,8.0,Finished,57
2014,1,Australian Grand Prix,albert_park,raikkonen,ferrari,11,7,6.0,Finished,57
2014,1,Australian Grand Prix,albert_park,vergne,toro_rosso,6,8,4.0,Finished,57
2014,1,Australian Grand Prix,albert_park,kvyat,toro_rosso,8,9,2.0,Finished,57
2014,1,Australian Grand Prix,albert_park,perez,force_india,16,10,1.0,Finished,57
2014,1,Australian Grand Prix,albert_park,sutil,sauber,13,11,0.0,+1 Lap,56
2014,1,Australian Grand Prix,albert_park,gutierrez,sauber,20,12,0.0,+1 Lap,56
2014,1,Australian Grand Prix,albert_park,chilton,marussia,17,13,0.0,+2 Laps,55
2014,1,Australian Grand Prix,albert_park,jules_bianchi,marussia,18,14,0.0,+8 Laps,49
2014,1,Australian Grand Prix,albert_park,grosjean,lotus_f1,22,15,0.0,ERS,43
2014,1,Australian Grand Prix,albert_park,maldonado,lotus_f1,21,16,0.0,ERS,29
2014,1,Australian Grand Prix,albert_park,ericsson,caterham,19,17,0.0,Oil pressure,27
2014,1,Australian Grand Prix,albert_park,vettel,red_bull,12,18,0.0,Engine,3
2014,1,Australian Grand Prix,albert_park,hamilton,mercedes,1,19,0.0,Engine,2
2014,1,Australian Grand Prix,albert_park,massa,williams,9,20,0.0,Collision,0
2014,1,Australian Grand Prix,albert_park,kobayashi,caterham,14,21,0.0,Collision,0
2014,1,Australian Grand Prix,albert_park,ricciardo,red_bull,2,22,0.0,Disqualified,57
2014,2,Malaysian Grand Prix,sepang,hamilton,mercedes,1,1,25.0,Finished,56
2014,2,Malaysian Grand Prix,sepang,rosberg,mercedes,3,2,18.0,Finished,56
2014,2,Malaysian Grand Prix,sepang,vettel,red_bull,2,3,15.0,Finished,56
2014,2,Malaysian Grand Prix,sepang,alonso,ferrari,4,4,12.0,Finished,56
2014,2,Malaysian Grand Prix,sepang,hulkenberg,force_india,7,5,10.0,Finished,56
2014,2,Malaysian Grand Prix,sepang,button,mclaren,10,6,8.0,Finished,56
2014,2,Malaysian Grand Prix,sepang,massa,williams,13,7,6.0,Finished,56
2014,2,Malaysian Grand Prix,sepang,bottas,williams,18,8,4.0,Finished,56
2014,2,Malaysian Grand Prix,sepang,kevin_magnussen,mclaren,8,9,2.0,+1 Lap,55
2014,2,Malaysian Grand Prix,sepang,kvyat,toro_rosso,11,10,1.0,+1 Lap,55
2014,2,Malaysian Grand Prix,sepang,grosjean,lotus_f1,15,11,0.0,+1 Lap,55
2014,2,Malaysian Grand Prix,sepang,raikkonen,ferrari,6,12,0.0,+1 Lap,55
2014,2,Malaysian Grand Prix,sepang,kobayashi,caterham,20,13,0.0,+1 Lap,55
2014,2,Malaysian Grand Prix,sepang,ericsson,caterham,22,14,0.0,+2 Laps,54
2014,2,Malaysian Grand Prix,sepang,chilton,marussia,21,15,0.0,+2 Laps,54
2014,2,Malaysian Grand Prix,sepang,ricciardo,red_bull,5,16,0.0,Technical,49
2014,2,Malaysian Grand Prix,sepang,gutierrez,sauber,12,17,0.0,Gearbox,35
2014,2,Malaysian Grand Prix,sepang,sutil,sauber,17,18,0.0,Electrical,32
2014,2,Malaysian Grand Prix,sepang,vergne,toro_rosso,9,19,0.0,Power Unit,18
2014,2,Malaysian Grand Prix,sepang,jules_bianchi,marussia,19,20,0.0,Brakes,8
2014,2,Malaysian Grand Prix,sepang,maldonado,lotus_f1,16,21,0.0,Engine,7
2014,2,Malaysian Grand Prix,sepang,perez,force_india,14,22,0.0,Withdrew,0
2014,3,Bahrain Grand Prix,bahrain,hamilton,mercedes,2,1,25.0,Finished,57
2014,3,Bahrain Grand Prix,bahrain,rosberg,mercedes,1,2,18.0,Finished,57
2014,3,Bahrain Grand Prix,bahrain,perez,force_india,4,3,15.0,Finished,57
2014,3,Bahrain Grand Prix,bahrain,ricciardo,red_bull,13,4,12.0,Finished,57
2014,3,Bahrain Grand Prix,bahrain,hulkenberg,force_india,11,5,10.0,Finished,57
2014,3,Bahrain Grand Prix,bahrain,vettel,red_bull,10,6,8.0,Finished,57
2014,3,Bahrain Grand Prix,bahrain,massa,williams,7,7,6.0,Finished,57
2014,3,Bahrain Grand Prix,bahrain,bottas,williams,3,8,4.0,Finished,57
2014,3,Bahrain Grand Prix,bahrain,alonso,ferrari,9,9,2.0,Finished,57
2014,3,Bahrain Grand Prix,bahrain,raikkonen,ferrari,5,10,1.0,Finished,57
2014,3,Bahrain Grand Prix,bahrain,kvyat,toro_rosso,12,11,0.0,Finished,57
2014,3,Bahrain Grand Prix,bahrain,grosjean,lotus_f1,16,12,0.0,Finished,57
2014,3,Bahrain Grand Prix,bahrain,chilton,marussia,21,13,0.0,Finished,57
2014,3,Bahrain Grand Prix,bahrain,maldonado,lotus_f1,17,14,0.0,Finished,57
2014,3,Bahrain Grand Prix,bahrain,kobayashi,caterham,18,15,0.0,Finished,57
2014,3,Bahrain Grand Prix,bahrain,jules_bianchi,marussia,19,16,0.0,+1 Lap,56
2014,3,Bahrain Grand Prix,bahrain,button,mclaren,6,17,0.0,Clutch,55
2014,3,Bahrain Grand Prix,bahrain,kevin_magnussen,mclaren,8,18,0.0,Clutch,40
2014,3,Bahrain Grand Prix,bahrain,gutierrez,sauber,15,19,0.0,Collision,39
2014,3,Bahrain Grand Prix,bahrain,ericsson,caterham,20,20,0.0,Retired,33
2014,3,Bahrain Grand Prix,bahrain,vergne,toro_rosso,14,21,0.0,Retired,18
2014,3,Bahrain Grand Prix,bahrain,sutil,sauber,22,22,0.0,Collision,17
2014,4,Chinese Grand Prix,shanghai,hamilton,mercedes,1,1,25.0,Finished,54
2014,4,Chinese Grand Prix,shanghai,rosberg,mercedes,4,2,18.0,Finished,54
2014,4,Chinese Grand Prix,shanghai,alonso,ferrari,5,3,15.0,Finished,54
2014,4,Chinese Grand Prix,shanghai,ricciardo,red_bull,2,4,12.0,Finished,54
2014,4,Chinese Grand Prix,shanghai,vettel,red_bull,3,5,10.0,Finished,54
2014,4,Chinese Grand Prix,shanghai,hulkenberg,force_india,8,6,8.0,Finished,54
2014,4,Chinese Grand Prix,shanghai,bottas,williams,7,7,6.0,Finished,54
2014,4,Chinese Grand Prix,shanghai,raikkonen,ferrari,11,8,4.0,Finished,54
2014,4,Chinese Grand Prix,shanghai,perez,force_india,16,9,2.0,Finished,54
2014,4,Chinese Grand Prix,shanghai,kvyat,toro_rosso,13,10,1.0,+1 Lap,53
2014,4,Chinese Grand Prix,shanghai,button,mclaren,12,11,0.0,+1 Lap,53
2014,4,Chinese Grand Prix,shanghai,vergne,toro_rosso,9,12,0.0,+1 Lap,53
2014,4,Chinese Grand Prix,shanghai,kevin_magnussen,mclaren,15,13,0.0,+1 Lap,53
2014,4,Chinese Grand Prix,shanghai,maldonado,lotus_f1,22,14,0.0,+1 Lap,53
2014,4,Chinese Grand Prix,shanghai,massa,williams,6,15,0.0,+1 Lap,53
2014,4,Chinese Grand Prix,shanghai,gutierrez,sauber,17,16,0.0,+1 Lap,53
2014,4,Chinese Grand Prix,shanghai,jules_bianchi,marussia,19,17,0.0,+1 Lap,53
2014,4,Chinese Grand Prix,shanghai,kobayashi,caterham,18,18,0.0,+1 Lap,53
2014,4,Chinese Grand Prix,shanghai,chilton,marussia,21,19,0.0,+2 Laps,52
2014,4,Chinese Grand Prix,shanghai,ericsson,caterham,20,20,0.0,+2 Laps,52
2014,4,Chinese Grand Prix,shanghai,grosjean,lotus_f1,10,21,0.0,Gearbox,28
2014,4,Chinese Grand Prix,shanghai,sutil,sauber,14,22,0.0,Engine,5
2014,5,Spanish Grand Prix,catalunya,hamilton,mercedes,1,1,25.0,Finished,66
2014,5,Spanish Grand Prix,catalunya,rosberg,mercedes,2,2,18.0,Finished,66
2014,5,Spanish Grand Prix,catalunya,ricciardo,red_bull,3,3,15.0,Finished,66
2014,5,Spanish Grand Prix,catalunya,vettel,red_bull,15,4,12.0,Finished,66
2014,5,Spanish Grand Prix,catalunya,bottas,williams,4,5,10.0,Finished,66
2014,5,Spanish Grand Prix,catalunya,alonso,ferrari,7,6,8.0,Finished,66
2014,5,Spanish Grand Prix,catalunya,raikkonen,ferrari,6,7,6.0,+1 Lap,65
2014,5,Spanish Grand Prix,catalunya,grosjean,lotus_f1,5,8,4.0,+1 Lap,65
2014,5,Spanish Grand Prix,catalunya,perez,force_india,11,9,2.0,+1 Lap,65
2014,5,Spanish Grand Prix,catalunya,hulkenberg,force_india,10,10,1.0,+1 Lap,65
2014,5,Spanish Grand Prix,catalunya,button,mclaren,8,11,0.0,+1 Lap,65
2014,5,Spanish Grand Prix,catalunya,kevin_magnussen,mclaren,14,12,0.0,+1 Lap,65
2015,1,Australian Grand Prix,albert_park,hamilton,mercedes,1,1,25.0,Finished,58
2015,1,Australian Grand Prix,albert_park,rosberg,mercedes,2,2,18.0,Finished,58
2015,1,Australian Grand Prix,albert_park,vettel,ferrari,4,3,15.0,Finished,58
2015,1,Australian Grand Prix,albert_park,massa,williams,3,4,12.0,Finished,58
2015,1,Australian Grand Prix,albert_park,nasr,sauber,10,5,10.0,Finished,58
2015,1,Australian Grand Prix,albert_park,ricciardo,red_bull,6,6,8.0,+1 Lap,57
2015,1,Australian Grand Prix,albert_park,hulkenberg,force_india,13,7,6.0,+1 Lap,57
2015,1,Australian Grand Prix,albert_park,ericsson,sauber,15,8,4.0,+1 Lap,57
2015,1,Australian Grand Prix,albert_park,sainz,toro_rosso,7,9,2.0,+1 Lap,57
2015,1,Australian Grand Prix,albert_park,perez,force_india,14,10,1.0,+1 Lap,57
2015,1,Australian Grand Prix,albert_park,button,mclaren,16,11,0.0,+2 Laps,56
2015,1,Australian Grand Prix,albert_park,raikkonen,ferrari,5,12,0.0,Wheel,40
2015,1,Australian Grand Prix,albert_park,max_verstappen,toro_rosso,11,13,0.0,Engine,32
2015,1,Australian Grand Prix,albert_park,grosjean,lotus_f1,8,14,0.0,Power loss,0
2015,1,Australian Grand Prix,albert_park,maldonado,lotus_f1,9,15,0.0,Accident,0
2015,1,Australian Grand Prix,albert_park,kvyat,red_bull,12,16,0.0,Withdrew,0
2015,1,Australian Grand Prix,albert_park,kevin_magnussen,mclaren,17,17,0.0,Withdrew,0
2015,1,Australian Grand Prix,albert_park,bottas,williams,0,18,0.0,Withdrew,0
2015,2,Malaysian Grand Prix,sepang,vettel,ferrari,2,1,25.0,Finished,56
2015,2,Malaysian Grand Prix,sepang,hamilton,mercedes,1,2,18.0,Finished,56
2015,2,Malaysian Grand Prix,sepang,rosberg,mercedes,3,3,15.0,Finished,56
2015,2,Malaysian Grand Prix,sepang,raikkonen,ferrari,11,4,12.0,Finished,56
2015,2,Malaysian Grand Prix,sepang,bottas,williams,8,5,10.0,Finished,56
2015,2,Malaysian Grand Prix,sepang,massa,williams,7,6,8.0,Finished,56
2015,2,Malaysian Grand Prix,sepang,max_verstappen,toro_rosso,6,7,6.0,Finished,56
2015,2,Malaysian Grand Prix,sepang,sainz,toro_rosso,15,8,4.0,+1 Lap,55
2015,2,Malaysian Grand Prix,sepang,kvyat,red_bull,5,9,2.0,+1 Lap,55
2015,2,Malaysian Grand Prix,sepang,ricciardo,red_bull,4,10,1.0,+1 Lap,55
2015,2,Malaysian Grand Prix,sepang,grosjean,lotus_f1,10,11,0.0,+1 Lap,55
2015,2,Malaysian Grand Prix,sepang,nasr,sauber,16,12,0.0,+1 Lap,55
2015,2,Malaysian Grand Prix,sepang,perez,force_india,14,13,0.0,+1 Lap,55
2015,2,Malaysian Grand Prix,sepang,hulkenberg,force_india,13,14,0.0,+1 Lap,55
2015,2,Malaysian Grand Prix,sepang,merhi,manor,19,15,0.0,+3 Laps,53
2015,2,Malaysian Grand Prix,sepang,maldonado,lotus_f1,12,16,0.0,Retired,47
2015,2,Malaysian Grand Prix,sepang,button,mclaren,17,17,0.0,Turbo,41
2015,2,Malaysian Grand Prix,sepang,alonso,mclaren,18,18,0.0,ERS,21
2015,2,Malaysian Grand Prix,sepang,ericsson,sauber,9,19,0.0,Spun off,3
2015,2,Malaysian Grand Prix,sepang,stevens,manor,0,20,0.0,Fuel system,0
2015,3,Chinese Grand Prix,shanghai,hamilton,mercedes,1,1,25.0,Finished,56
2015,3,Chinese Grand Prix,shanghai,rosberg,mercedes,2,2,18.0,Finished,56
2015,3,Chinese Grand Prix,shanghai,vettel,ferrari,3,3,15.0,Finished,56
2015,3,Chinese Grand Prix,shanghai,raikkonen,ferrari,6,4,12.0,Finished,56
2015,3,Chinese Grand Prix,shanghai,massa,williams,4,5,10.0,Finished,56
2015,3,Chinese Grand Prix,shanghai,bottas,williams,5,6,8.0,Finished,56
2015,3,Chinese Grand Prix,shanghai,grosjean,lotus_f1,8,7,6.0,Finished,56
2015,3,Chinese Grand Prix,shanghai,nasr,sauber,9,8,4.0,Finished,56
2015,3,Chinese Grand Prix,shanghai,ricciardo,red_bull,7,9,2.0,Finished,56
2015,3,Chinese Grand Prix,shanghai,ericsson,sauber,10,10,1.0,+1 Lap,55
2015,3,Chinese Grand Prix,shanghai,perez,force_india,15,11,0.0,+1 Lap,55
2015,3,Chinese Grand Prix,shanghai,alonso,mclaren,18,12,0.0,+1 Lap,55
2015,3,Chinese Grand Prix,shanghai,sainz,toro_rosso,14,13,0.0,+1 Lap,55
2015,3,Chinese Grand Prix,shanghai,button,mclaren,17,14,0.0,+1 Lap,55
2015,3,Chinese Grand Prix,shanghai,stevens,manor,19,15,0.0,+2 Laps,54
2015,3,Chinese Grand Prix,shanghai,merhi,manor,20,16,0.0,+2 Laps,54
2015,3,Chinese Grand Prix,shanghai,max_verstappen,toro_rosso,13,17,0.0,Transmission,52
2015,3,Chinese Grand Prix,shanghai,maldonado,lotus_f1,11,18,0.0,Brakes,49
2015,3,Chinese Grand Prix,shanghai,kvyat,red_bull,12,19,0.0,Power Unit,15
2015,3,Chinese Grand Prix,shanghai,hulkenberg,force_india,16,20,0.0,Gearbox,9
2015,4,Bahrain Grand Prix,bahrain,hamilton,mercedes,1,1,25.0,Finished,57
2015,4,Bahrain Grand Prix,bahrain,raikkonen,ferrari,4,2,18.0,Finished,57
2015,4,Bahrain Grand Prix,bahrain,rosberg,mercedes,3,3,15.0,Finished,57
2015,4,Bahrain Grand Prix,bahrain,bottas,williams,5,4,12.0,Finished,57
2015,4,Bahrain Grand Prix,bahrain,vettel,ferrari,2,5,10.0,Finished,57
2015,4,Bahrain Grand Prix,bahrain,ricciardo,red_bull,7,6,8.0,Finished,57
